0.00000000E+00,0.00000000E+00
9.37500000E-03,2.33400000E-01
1.87500000E-02,4.54000000E-01
2.28400000E-02,5.43100000E-01
3.59400000E-02,7.85300000E-01
3.75000000E-02,8.09000000E-01
4.00000000E-02,8.44300000E-01
4.44600000E-02,8.99000000E-01
5.00000000E-02,9.51100000E-01
5.62500000E-02,9.87700000E-01
6.03800000E-02,9.98600000E-01
6.25000000E-02,1.00000000E+00
6.58900000E-02,9.96400000E-01
6.99200000E-02,9.82700000E-01
7.50000000E-02,9.51100000E-01
7.91700000E-02,9.13500000E-01
8.33300000E-02,8.66000000E-01
8.54200000E-02,8.38700000E-01
8.75000000E-02,8.09000000E-01
9.08300000E-02,7.57000000E-01
9.53300000E-02,6.78500000E-01
1.09700000E-01,3.74900000E-01
1.16700000E-01,2.07900000E-01
1.20800000E-01,1.04500000E-01
1.25000000E-01,1.22500000E-16
1.31500000E-01,-1.63500000E-01
1.35600000E-01,-2.62400000E-01
1.48500000E-01,-5.56100000E-01
1.50000000E-01,-5.87800000E-01
1.52500000E-01,-6.36700000E-01
1.57000000E-01,-7.19500000E-01
1.62500000E-01,-8.09000000E-01
1.64600000E-01,-8.38700000E-01
1.66700000E-01,-8.66000000E-01
1.70000000E-01,-9.04800000E-01
1.74300000E-01,-9.45600000E-01
1.75000000E-01,-9.51100000E-01
1.76100000E-01,-9.59200000E-01
1.79600000E-01,-9.80400000E-01
1.87500000E-01,-1.00000000E+00
1.98100000E-01,-9.64800000E-01
2.02100000E-01,-9.33200000E-01
2.12500000E-01,-8.09000000E-01
2.14600000E-01,-7.77100000E-01
2.16700000E-01,-7.43100000E-01
2.20000000E-01,-6.84500000E-01
2.24700000E-01,-5.94000000E-01
2.39700000E-01,-2.55600000E-01
2.50000000E-01,-2.44900000E-16
2.60900000E-01,2.69400000E-01
2.64900000E-01,3.65600000E-01
2.77800000E-01,6.43500000E-01
2.83300000E-01,7.43100000E-01
2.85400000E-01,7.77100000E-01
2.87500000E-01,8.09000000E-01
2.90800000E-01,8.55400000E-01
2.95300000E-01,9.07900000E-01
3.09600000E-01,9.97300000E-01
3.12500000E-01,1.00000000E+00
3.17200000E-01,9.93100000E-01
3.21200000E-01,9.76100000E-01
3.25000000E-01,9.51100000E-01
3.29200000E-01,9.13500000E-01
3.33300000E-01,8.66000000E-01
3.35400000E-01,8.38700000E-01
3.37500000E-01,8.09000000E-01
3.40800000E-01,7.57000000E-01
3.45300000E-01,6.78500000E-01
3.50000000E-01,5.87800000E-01
3.57500000E-01,4.26300000E-01
3.61900000E-01,3.22900000E-01
3.75000000E-01,3.67400000E-16
3.79200000E-01,-1.04500000E-01
3.83300000E-01,-2.07900000E-01
3.89800000E-01,-3.63400000E-01
3.93900000E-01,-4.56900000E-01
4.06900000E-01,-7.19400000E-01
4.12500000E-01,-8.09000000E-01
4.14600000E-01,-8.38700000E-01
4.16700000E-01,-8.66000000E-01
4.20000000E-01,-9.04800000E-01
4.24300000E-01,-9.45600000E-01
4.25000000E-01,-9.51100000E-01
4.26100000E-01,-9.59200000E-01
4.29600000E-01,-9.80400000E-01
4.37500000E-01,-1.00000000E+00
4.43700000E-01,-9.87700000E-01
4.47800000E-01,-9.66800000E-01
4.50000000E-01,-9.51100000E-01
4.53500000E-01,-9.19700000E-01
4.57700000E-01,-8.74000000E-01
4.62500000E-01,-8.09000000E-01
4.70200000E-01,-6.80800000E-01
4.74700000E-01,-5.93400000E-01
4.89200000E-01,-2.68300000E-01
5.00000000E-01,-4.89900000E-16
5.10900000E-01,2.69500000E-01
5.14900000E-01,3.65700000E-01
5.27800000E-01,6.43600000E-01
5.37500000E-01,8.09000000E-01
5.43700000E-01,8.91000000E-01
5.48300000E-01,9.36800000E-01
5.50000000E-01,9.51100000E-01
5.52700000E-01,9.70100000E-01
5.56900000E-01,9.90000000E-01
5.62500000E-01,1.00000000E+00
5.68800000E-01,9.87700000E-01
5.72800000E-01,9.66800000E-01
5.75000000E-01,9.51100000E-01
5.78600000E-01,9.19700000E-01
5.82700000E-01,8.74000000E-01
5.83300000E-01,8.66000000E-01
5.84400000E-01,8.52800000E-01
5.87500000E-01,8.09000000E-01
5.92500000E-01,7.28700000E-01
5.97000000E-01,6.46600000E-01
6.11400000E-01,3.34300000E-01
6.16700000E-01,2.07900000E-01
6.20800000E-01,1.04500000E-01
6.25000000E-01,6.12300000E-16
6.31500000E-01,-1.63200000E-01
6.35600000E-01,-2.62100000E-01
6.48400000E-01,-5.55800000E-01
6.50000000E-01,-5.87800000E-01
6.52500000E-01,-6.37100000E-01
6.57000000E-01,-7.19800000E-01
6.62500000E-01,-8.09000000E-01
6.64600000E-01,-8.38700000E-01
6.66700000E-01,-8.66000000E-01
6.70000000E-01,-9.04800000E-01
6.74300000E-01,-9.45600000E-01
6.75000000E-01,-9.51100000E-01
6.76100000E-01,-9.59200000E-01
6.79600000E-01,-9.80400000E-01
6.87500000E-01,-1.00000000E+00
6.98100000E-01,-9.64800000E-01
7.02100000E-01,-9.33200000E-01
7.12500000E-01,-8.09000000E-01
7.14600000E-01,-7.77100000E-01
7.16700000E-01,-7.43100000E-01
7.20000000E-01,-6.84500000E-01
7.24700000E-01,-5.94000000E-01
7.39700000E-01,-2.55600000E-01
7.50000000E-01,-7.34800000E-16
7.60900000E-01,2.69400000E-01
7.64900000E-01,3.65600000E-01
7.77800000E-01,6.43500000E-01
7.83300000E-01,7.43100000E-01
7.85400000E-01,7.77100000E-01
7.87500000E-01,8.09000000E-01
7.90800000E-01,8.55400000E-01
7.95300000E-01,9.07900000E-01
8.09600000E-01,9.97300000E-01
8.12500000E-01,1.00000000E+00
8.17200000E-01,9.93100000E-01
8.21200000E-01,9.76100000E-01
8.25000000E-01,9.51100000E-01
8.29200000E-01,9.13500000E-01
8.33300000E-01,8.66000000E-01
8.35400000E-01,8.38700000E-01
8.37500000E-01,8.09000000E-01
8.40800000E-01,7.57000000E-01
8.45300000E-01,6.78500000E-01
8.50000000E-01,5.87800000E-01
8.57500000E-01,4.26300000E-01
8.61900000E-01,3.22900000E-01
8.75000000E-01,8.57300000E-16
8.79200000E-01,-1.04500000E-01
8.83300000E-01,-2.07900000E-01
8.89800000E-01,-3.63400000E-01
8.93900000E-01,-4.56900000E-01
9.06900000E-01,-7.19400000E-01
9.12500000E-01,-8.09000000E-01
9.14600000E-01,-8.38700000E-01
9.16700000E-01,-8.66000000E-01
9.20000000E-01,-9.04800000E-01
9.24300000E-01,-9.45600000E-01
9.25000000E-01,-9.51100000E-01
9.26100000E-01,-9.59200000E-01
9.29600000E-01,-9.80400000E-01
